npi,legal_business_name,practice_location,state,enrollment_type,responsible_owner,cms_due_date_or_tbd,source_checked_on,source_revision,days_until_due,internal_review_by,attention_flag,submission_target_date,submitted_on,pecos_application_id,last_verified_status,last_verified_on,next_check_on,notes
,,,,,,,,,"=IFERROR(DATEVALUE(G2)-TODAY(),NA())","=IFERROR(DATEVALUE(G2)-180,NA())","=IF(G2="""",""CHECK CMS LIST"",IF(G2=""TBD"",""TBD - RECHECK"",IFERROR(IF(DATEVALUE(G2)<TODAY(),""PAST DUE - VERIFY"",IF(DATEVALUE(G2)-TODAY()<=180,""ACTION WINDOW"",""TRACK"")),""VERIFY DATE"")))",,,,,,,
